Settore Merceologico;Insegna;Ubicazione;Tipo Via;Via;Civico;Codice Via;ZD;Superficie vendita;Superficie altri usi;Superficie totale
non alimentare;car village;"VIA GRASSI GIOVANNI BATTISTA N. 98 art. 38 c. 4 r.r. 3/2000; accesso: accesso esterno; (z.d. 8)";VIA;GRASSI GIOVANNI BATTISTA;98;7465;8;1899;;7596
non alimentare;castoldi;"VLE MONZA N. 204 ; isolato:102; accesso: accesso esterno; (z.d. 2)";VLE;MONZA;204;2274;2;956;;956
non alimentare;cavi by nico;"PZA MEDA FILIPPO num.003/5; isolato:363; accesso: accesso esterno; (z.d. 1)";PZA;MEDA FILIPPO;;211;1;295;;455
non alimentare;cdc poin spa;"VIA MONTALBINO N. 4 ; isolato:079; accesso: accesso interno; (z.d. 9)";VIA;MONTALBINO;4;1340;9;500;;500
non alimentare;celio;"GLL BUENOS AIRES N. 9 ; isolato:060; accesso: accesso esterno; (z.d. 3)";GLL;BUENOS AIRES;9;2146;3;298;;298
non alimentare;celio;"VIA AGNELLO N. 2 ;via agnello 002; isolato:385; accesso: accesso esterno; (z.d. 1)";VIA;AGNELLO;2;209;1;320;;473
non alimentare;centro marmitte;"VIA IMPERIA N. 33 ; isolato:050; accesso: accesso esterno; (z.d. 6)";VIA;IMPERIA;33;5266;6;550;;550
non alimentare;centro moda l E m;"VIA BOVISASCA interno centro commerciale num.173; accesso: accesso interno; (z.d. 9)";VIA;ORNATO LUIGI;148;1591;9;430;;430
non alimentare;cervi arredamenti;"mm1 cadorn codvia 9115 num.000 ; isolato:994; accesso: accesso interno; (z.d. 1)";CSO;MONFORTE;19;348;1;500;100;600
non alimentare;chateau d ax;"CSO LODI N. 38 ; isolato:200; accesso: accesso esterno; (z.d. 5)";CSO;LODI;38;4068;5;1480;;1480
non alimentare;chateau d ax;"CSO LODI N. 47 ; isolato:182; accesso: accesso esterno; (z.d. 4)";CSO;LODI;47;4068;4;600;;800
non alimentare;christian dior;"VIA MONTE NAPOLEONE N. 12 ;via monte napoleone 012; isolato:260; accesso: accesso esterno; (z.d. 1)";VIA;MONTE NAPOLEONE;12;219;1;366;;366
non alimentare;citroen;"VIA LIPARI N. 9 ; isolato:273; accesso: accesso esterno; (z.d. 7)";VIA;LIPARI;9;6203;7;410;;410
non alimentare;coeco elettro zanoni;"VIA RISMONDO FRANCESCO N. 1 ; isolato:137; accesso: accesso esterno; (z.d. 7)";VIA;RISMONDO FRANCESCO;1;6756;7;360;;360
non alimentare;co. import;"PZA DIAZ ARMANDO N. 6 ;pza diaz armando 006; isolato:448; accesso: accesso esterno; (z.d. 1)";PZA;DIAZ ARMANDO;6;339;1;468;;525
non alimentare;collezioni g. armani;"VIA MONTE NAPOLEONE N. 2 ;via durini 027; isolato:317; accesso: accesso esterno; (z.d. 1)";VIA;MONTE NAPOLEONE;2;219;1;610;;610
non alimentare;collezioni g. armani;"VIA MONTE NAPOLEONE N. 2 ;via monte napoleone 002; isolato:263; accesso: accesso esterno; (z.d. 1)";VIA;MONTE NAPOLEONE;2;219;1;1092;;1630
non alimentare;combipel;"VIA CUNEO N. 4 ; isolato:214; accesso: accesso esterno; (z.d. 7)";VIA;CUNEO;4;6281;7;500;;1530
non alimentare;conbipel;"CSO BUENOS AIRES N. 64 ; accesso: accesso esterno; (z.d. 3)";CSO;BUENOS AIRES;64;2129;3;465;;552
non alimentare;concessionari ricamb.fiat;"VIA GAMBOLOITA N. 4 ; isolato:052; accesso: accesso esterno; (z.d. 4)";VIA;GAMBOLOITA;4;4160;4;305;300;605
non alimentare;concess.lancia saicar;"VLE ESPINASSE CARLO N. 110 ; isolato:194; accesso: accesso esterno; (z.d. 8)";VLE;ESPINASSE CARLO;110;7390;8;350;;350
non alimentare;cornegliani;"VIA MONTE NAPOLEONE N. 12 ;via monte napoleone 012; isolato:260; accesso: accesso esterno; (z.d. 1)";VIA;MONTE NAPOLEONE;12;219;1;324;;324
non alimentare;corso europa emporio casa;"CSO EUROPA N. 2 ;cso europa 002; isolato:319; accesso: accesso esterno; (z.d. 1)";CSO;EUROPA;2;300;1;540;80;620
non alimentare;da driade;"VIA MANZONI ALESSANDRO N. 30 ;via manzoni alessandro 030; isolato:255; accesso: accesso esterno; (z.d. 1)";VIA;MANZONI ALESSANDRO;30;230;1;872;;892
non alimentare;darty;"VIA F.LLI BRONZETTI N. 37 ; isolato:040; accesso: accesso esterno; (z.d. 4)";VIA;F.LLI BRONZETTI;37;3089;4;986;;986
non alimentare;darty;"VLE MURILLO S.B. N. 5 ; isolato:255; accesso: accesso esterno; (z.d. 7)";VLE;MURILLO S.B.;5;6551;7;1100;;2000
non alimentare;darty;"VLE SABOTINO N. 28 ; isolato:112; accesso: accesso esterno; (z.d. 5)";VLE;SABOTINO;28;4046;5;720;;720
non alimentare;datch;"VIA TORINO N. 34 ;via torino 034; isolato:441; accesso: accesso esterno; (z.d. 1)";VIA;TORINO;34;543;1;276;;311
non alimentare;d  E  g.;"CSO VENEZIA N. 15 ;cso venezia 015; isolato:189; accesso: accesso esterno; (z.d. 1)";CSO;VENEZIA;15;238;1;713;;1193
non alimentare;d E g;"VIA DELLA SPIGA num.026/ab; isolato:184; accesso: accesso esterno; (z.d. 1)";VIA;DELLA SPIGA;;226;1;898;;1178
non alimentare;d. E  g.;"CSO VENEZIA N. 7 ;cso venezia 007; isolato:261; accesso: accesso esterno; (z.d. 1)";CSO;VENEZIA;7;238;1;656;;867
non alimentare;della fonte;"CSO VERCELLI N. 35 ; isolato:235; accesso: accesso esterno; (z.d. 7)";CSO;VERCELLI;35;6193;7;400;;460
non alimentare;denicar spa.;"VIA BISCEGLIE N. 92 ; isolato:053; accesso: accesso esterno; (z.d. 6)";VIA;BISCEGLIE;92;6707;6;847;;847
non alimentare;dev;"CSO VERCELLI N. 8 ; isolato:217; accesso: accesso esterno; (z.d. 6)";CSO;VERCELLI;8;6193;7;281;;281
non alimentare;diecidecimi spazi moda;"CSO BUENOS AIRES N. 36 ; isolato:079; accesso: accesso interno; (z.d. 3)";CSO;BUENOS AIRES;36;2129;3;398;;640
non alimentare;docks dora;"VIA TOFFETTI VINCENZO N. 9 ; isolato:074; accesso: accesso interno; (z.d. 4)";VIA;TOFFETTI VINCENZO;9;4188;4;393;;393
non alimentare;dolce e gabbana;"VIA DELLA SPIGA N. 2 ;via della spiga 002; isolato:189; accesso: accesso esterno; (z.d. 1)";VIA;DELLA SPIGA;2;226;1;392;;392
non alimentare;dolomiti sport;"PZA DEL DUOMO N. 17 ;pza dei mercanti 021; isolato:436; accesso: accesso esterno; (z.d. 1)";PZA;DEL DUOMO;17;1;1;286;;286
non alimentare;ecliss;"RIP DI PTA TICINESE N. 73 ; isolato:068; accesso: accesso interno; (z.d. 6)";RIP;DI PTA TICINESE;73;5150;6;300;;300
non alimentare;ecliss top garden;"RIP DI PTA TICINESE N. 73 ; isolato:068; accesso: accesso esterno; (z.d. 6)";RIP;DI PTA TICINESE;73;5150;6;270;;270
non alimentare;edil piave srl;"VIA CAMOZZI GABRIELE N. 7 art. 38 c.4 r.r. 3/2000; isolato:133; accesso: accesso esterno; (z.d. 7)";VIA;CAMOZZI GABRIELE;7;6769;7;340;;2000
non alimentare;elettrica ceriani/murrina;"VLE CERTOSA N. 177 ; isolato:222; accesso: accesso esterno; (z.d. 8)";VLE;CERTOSA;177;7174;8;391;;391
non alimentare;e.manfredini-forniture id;"VIA FERRARIS GALILEO N. 7 ; isolato:019; accesso: accesso esterno; (z.d. 8)";VIA;FERRARIS GALILEO;7;7237;8;500;;500
non alimentare;emporio del libro;"GLL BUENOS AIRES N. 13 ; isolato:060; accesso: accesso esterno; (z.d. 3)";GLL;BUENOS AIRES;13;2146;3;430;;460
non alimentare;emporio isola;"VIA PRINA GIUSEPPE N. 11 ; isolato:102; accesso: accesso interno; (z.d. 8)";VIA;PRINA GIUSEPPE;11;7135;8;400;;400
non alimentare;energia;"VIA TORINO N. 19 ;via torino 019; isolato:446; accesso: accesso esterno; (z.d. 1)";VIA;TORINO;19;543;1;550;;750
non alimentare;etro;"VIA MONTE NAPOLEONE N. 5 ;via monte napoleone 005; isolato:315; accesso: accesso esterno; (z.d. 1)";VIA;MONTE NAPOLEONE;5;219;1;365;;365
non alimentare;euroarredi;"VIA PASTORELLI GIOVANNI N. 19 ; isolato:061; accesso: accesso esterno; (z.d. 6)";VIA;PASTORELLI GIOVANNI;19;5274;6;1200;15;1215
non alimentare;euromics galimberti;"CSO BUENOS AIRES N. 64 ; isolato:027; accesso: accesso esterno; (z.d. 3)";CSO;BUENOS AIRES;64;2129;3;1100;;1100
non alimentare;euromics galimberti;"VIA SOLARI ANDREA N. 5 ; isolato:026; accesso: accesso esterno; (z.d. 6)";VIA;SOLARI ANDREA;5;5111;6;1157;;1157
non alimentare;euronics;"VLE VITTORIO VENETO N. 20 ; isolato:134; accesso: accesso esterno; (z.d. 2)";VLE;VITTORIO VENETO;20;2107;2;481;;481
non alimentare;euronics point;"VLE ARETUSA N. 37 ; isolato:003; accesso: accesso esterno; (z.d. 7)";VLE;ARETUSA;37;6565;7;270;63;333
non alimentare;evolution;"VIA LACAITA GIACOMO FILIPPO N. 2 ; isolato:076; accesso: accesso interno; (z.d. 4)";VIA;LACAITA GIACOMO FILIPPO;2;4308;4;375;;375
non alimentare;femi rinaldi sonepar;"VIA SOTTOCORNO PASQUALE N. 52 ; isolato:019; accesso: accesso esterno; (z.d. 4)";VIA;SOTTOCORNO PASQUALE;52;3152;4;350;;350
non alimentare;ferrari;"PZA DEL LIBERTY N. 8 ;pza del liberty 008; isolato:361; accesso: accesso esterno; (z.d. 1)";PZA;DEL LIBERTY;8;98;1;596;;840
non alimentare;fiat succ. vendita assist;"VIA GROSIO N. 9 ; isolato:202; accesso: accesso esterno; (z.d. 8)";VIA;GROSIO;9;7483;8;675;;17858
non alimentare;fined finanz.editoriale;"PZA PIEMONTE num.002/4; isolato:133; (z.d. 7)";PZA;PIEMONTE;;6254;7;1973;;2800
non alimentare;finporte snc;"VIA WILDT ADOLFO N. 2 ; isolato:018; accesso: accesso interno; (z.d. 3)";VIA;WILDT ADOLFO;2;2554;3;340;52;392
non alimentare;f.lli civeni ass. e vend.;"VIA CORREGGIO N. 8 ; isolato:173; accesso: accesso interno; (z.d. 7)";VIA;CORREGGIO;8;6287;7;498;70;568
non alimentare;flli fumagalli garden;"VIA GIOIA MELCHIORRE num.177/179; isolato:120; accesso: accesso esterno; (z.d. 2)";VIA;BOLZANO;1;2312;2;382;;382
non alimentare;f.lli simoni snc.;"VLE MONZA N. 258 ; isolato:040; accesso: accesso esterno; (z.d. 2)";VLE;MONZA;258;2274;2;550;;550
non alimentare;fondamentali;"VIA MANZONI ALESSANDRO N. 12 ;via manzoni alessandro 012; isolato:363; accesso: accesso esterno; (z.d. 1)";VIA;MANZONI ALESSANDRO;12;230;1;349;;349
non alimentare;fondazione metropolitan;"VIA SANT' EUFEMIA N. 25 ;via sant' eufemia 025; isolato:271; accesso: accesso esterno; (z.d. 1)";VIA;SANT' EUFEMIA;25;405;1;550;;550
non alimentare;fontana arredamenti;"VIA VIGEVANO N. 22 ; isolato:052; accesso: accesso esterno; (z.d. 6)";VIA;VIGEVANO;22;5116;6;256;;256
non alimentare;frette;"CSO VERCELLI num.023/25; isolato:235; pto strada:1 ; accesso: accesso esterno; (z.d. 7)";CSO;VERCELLI;;6193;7;340;;395
non alimentare;frette;"VIA ANDEGARI N. 18 ;via andegari 018*; accesso: accesso esterno; (z.d. 1)";VIA;ANDEGARI;18;120;1;480;;480
non alimentare;frigerio gomme;"PLE SUSA N. 12 ; isolato:214; accesso: accesso esterno; (z.d. 4)";PLE;SUSA;12;3101;4;400;20;420
non alimentare;frigerio pellicce;"CSO BUENOS AIRES N. 41 ; isolato:059; accesso: accesso esterno; (z.d. 3)";CSO;BUENOS AIRES;41;2129;3;500;;500
non alimentare;fulgida srl;"VIA LEPONTINA N. 2 ; isolato:205; accesso: accesso interno; (z.d. 9)";VIA;LEPONTINA;2;1147;9;968;500;1468
non alimentare;gabbai;"VIA PISANI VITTOR N. 8 ; isolato:093; accesso: accesso esterno; (z.d. 2)";VIA;PISANI VITTOR;8;1201;2;350;;350
non alimentare;galbiati arreda;"VLE CERTOSA N. 21 ; isolato:330; accesso: accesso esterno; (z.d. 8)";VLE;CERTOSA;21;7174;8;1016;;1016
non alimentare;galleria carla sozzani;"CSO COMO N. 10 ; isolato:322; accesso: accesso interno; (z.d. 9)";CSO;COMO;10;1111;9;550;;550
non alimentare;garage porpora autofficin;"VIA TEODOSIO N. 55 ; isolato:015; accesso: accesso esterno; (z.d. 3)";VIA;TEODOSIO;55;2550;3;300;350;650
non alimentare;gbc componenti elettronic;"CSO BUENOS AIRES N. 55 ; isolato:035; accesso: accesso esterno; (z.d. 3)";CSO;BUENOS AIRES;55;2129;3;288;;288
non alimentare;gb sportelli;"CSO BUENOS AIRES N. 23 ; isolato:078; accesso: accesso esterno; (z.d. 3)";CSO;BUENOS AIRES;23;2129;3;381;;445
non alimentare;geco sanitari;"VIA SAN MAMETE N. 54 ; isolato:142; accesso: accesso esterno; (z.d. 2)";VIA;SAN MAMETE;54;2413;2;548;;548
non alimentare;germani sport;"CSO VERCELLI N. 18 ; isolato:216; accesso: accesso esterno; (z.d. 7)";CSO;VERCELLI;18;6193;7;780;;936
non alimentare;germani sport;"PTA PATTARI N. 4 pt. + interrato;via beccaria cesare 000; isolato:387; accesso: accesso esterno; (z.d. 1)";PTA;PATTARI;4;299;1;954;;954
non alimentare;germani sport;"VLE TROYA CARLO N. 5 ; isolato:023; accesso: accesso esterno; (z.d. 6)";VLE;TROYA CARLO;5;5140;6;475;;475
non alimentare;giacomelli sport;"PZA ARGENTINA N. 4 ; isolato:019; accesso: accesso esterno; (z.d. 3)";PZA;ARGENTINA;4;2233;3;891;;1150
non alimentare;giaguaro srl;"VLE CASSALA N. 61 ; isolato:067; accesso: accesso esterno; (z.d. 6)";VLE;CASSALA;61;5275;6;400;400;800
non alimentare;gianfranco ferre;"VIA SANT' ANDREA N. 15 sportello distribuzione + fall;via sant' andrea 021; isolato:260; accesso: accesso esterno; (z.d. 1)";VIA;SANT' ANDREA;15;222;1;289;;289
non alimentare;gianni campagna;"VIA PALESTRO N. 24 ; isolato:095; accesso: accesso esterno; (z.d. 1)";VIA;PALESTRO;24;2102;1;500;;500
non alimentare;gio moretti jenny;"VIA DELLA SPIGA N. 4 ;via della spiga 004; isolato:189; accesso: accesso esterno; (z.d. 1)";VIA;DELLA SPIGA;4;226;1;745;;745
non alimentare;giorgio armani;"VIA SANT' ANDREA N. 9 ;via sant' andrea 009; isolato:260; accesso: accesso esterno; (z.d. 1)";VIA;SANT' ANDREA;9;222;1;1040;;1764
non alimentare;giovenzana;"LGO AUGUSTO N. 10 ;lgo augusto 010; isolato:267; accesso: accesso esterno; (z.d. 1)";LGO;AUGUSTO;10;315;1;273;;314
non alimentare;giussani;"VIA ROSSI PELLEGRINO N. 80 ; isolato:183; accesso: accesso esterno; (z.d. 9)";VIA;ROSSI PELLEGRINO;80;1510;9;499;;499
non alimentare;gold market;"VIA GUINIZELLI GUIDO N. 22 ; isolato:348; accesso: accesso esterno; (z.d. 2)";VIA;GUINIZELLI GUIDO;22;2281;2;480;210;690
non alimentare;golf house;"VIA GALLARATE N. 221 ; isolato:179; accesso: accesso esterno; (z.d. 8)";VIA;GALLARATE;221;7420;8;400;;400
non alimentare;gottardo sport;"CSO SAN GOTTARDO N. 19 ; isolato:095; accesso: accesso esterno; (z.d. 5)";CSO;SAN GOTTARDO;19;5203;5;283;;283
non alimentare;grimaldi motors;"VIA FERRUCCI FRANCESCO N. 6 ; isolato:085; accesso: accesso esterno; (z.d. 8)";VIA;FERRUCCI FRANCESCO;6;7150;8;380;44;424
non alimentare;gucci;"VIA MONTE NAPOLEONE N. 5 ;via monte napoleone 005; isolato:315; accesso: accesso esterno; (z.d. 1)";VIA;MONTE NAPOLEONE;5;219;1;1482;;2429
non alimentare;guess;"GLL SAN BABILA num.004/b; isolato:264; accesso: accesso esterno; (z.d. 1)";GLL;SAN BABILA;;360;1;450;;500
non alimentare;guess;"VIA DANTE ALIGHIERI N. 7 ;via dante alighieri 007; isolato:375; accesso: accesso esterno; (z.d. 1)";VIA;DANTE ALIGHIERI;7;612;1;311;;485
non alimentare;guess;"VIA MELZO N. 36 ; isolato:140; accesso: accesso esterno; (z.d. 3)";VIA;MELZO;36;2184;3;320;;320
non alimentare;gusella;"CSO VITTORIO EMANUELE II num.037/b; isolato:316; accesso: accesso esterno; (z.d. 1)";CSO;VITTORIO EMANUELE II;;214;1;280;;280
non alimentare;hass dal 1811;"VIA MEDA GIUSEPPE num.052/b; isolato:008; accesso: accesso esterno; (z.d. 1)";VIA;MEDA GIUSEPPE;;5242;5;380;;380
non alimentare;hb casa;"VLE MONTE CENERI N. 75 ; isolato:331; accesso: accesso esterno; (z.d. 8)";VLE;MONTE CENERI;75;7176;8;417;;417
non alimentare;h  E  m;"CSO VITTORIO EMANUELE II N. 1 ;cso vittorio emanuele ii 001; isolato:419; accesso: accesso esterno; (z.d. 1)";CSO;VITTORIO EMANUELE II;1;214;1;950;;1279
non alimentare;h.e m. abbigliamento;"GLL PASSARELLA N. 1 ;gll passarella 001; isolato:360; accesso: accesso esterno; (z.d. 1)";GLL;PASSARELLA;1;303;1;1708;;2200
non alimentare;hermes;"VIA SANT' ANDREA N. 21 ;via sant' andrea 021; isolato:260; accesso: accesso esterno; (z.d. 1)";VIA;SANT' ANDREA;21;222;1;317;;513
non alimentare;hi-fi;"PZA DE ANGELI ERNESTO N. 1 ; isolato:218; accesso: accesso esterno; (z.d. 7)";PZA;DE ANGELI ERNESTO;1;6276;7;290;;290
non alimentare;iceberg;"VIA MONTE NAPOLEONE N. 10 199,63+71,53;via monte napoleone 010; isolato:260; accesso: accesso esterno; (z.d. 1)";VIA;MONTE NAPOLEONE;10;219;1;271;;271
non alimentare;idea bricolage;"VIA MAFFUCCI ANGIOLO N. 4 ; isolato:063; accesso: accesso esterno; (z.d. 9)";VIA;MAFFUCCI ANGIOLO;4;1276;9;390;;390
non alimentare;il bagno ideale;"VIA SAN SISTO N. 3 ;via san sisto 003; isolato:335; accesso: accesso esterno; (z.d. 1)";VIA;SAN SISTO;3;513;1;254;;254
non alimentare;il caminetto;"VIA ENNIO N. 6 ; isolato:121; accesso: accesso esterno; (z.d. 4)";VIA;ENNIO;6;4090;4;269;;269
non alimentare;il libraccio;"VIA SANTA TECLA N. 5 ;via santa tecla 005; isolato:389; accesso: accesso esterno; (z.d. 1)";VIA;SANTA TECLA;5;321;1;260;;260
non alimentare;il pentagono;"VLE LIGURIA N. 40 ; isolato:157; accesso: accesso esterno; (z.d. 6)";VLE;LIGURIA;40;5264;6;600;;600
non alimentare;interno ipercoop;"VIA QUARENGHI GIACOMO N. 23 ; isolato:300; accesso: accesso interno; (z.d. 8)";VIA;QUARENGHI GIACOMO;23;7478;8;390;;390
non alimentare;jannelli e volpi;"VIA MELZO N. 7 ; isolato:150; accesso: accesso esterno; (z.d. 3)";VIA;MELZO;7;2184;3;300;;300
non alimentare;jil sander;"VIA VERRI PIETRO N. 6 ;via verri pietro 006; isolato:362; accesso: accesso esterno; (z.d. 1)";VIA;VERRI PIETRO;6;223;1;400;;400
non alimentare;just cavalli;"VIA DELLA SPIGA N. 30 ;via della spiga 030; isolato:184; accesso: accesso esterno; (z.d. 1)";VIA;DELLA SPIGA;30;226;1;343;;492
non alimentare;koivu;"CSO EUROPA N. 12 ;cso europa 012; isolato:317; accesso: accesso esterno; (z.d. 1)";CSO;EUROPA;12;300;1;770;;770
non alimentare;la casa italiana;"VLE ELVEZIA N. 22 loc.interno; isolato:126; accesso: area ap.rec.; (z.d. 1)";VLE;ELVEZIA;22;7085;1;309;;666
non alimentare;la libreria dei ragazzi;"VIA TADINO ALESSANDRO N. 53 ; accesso: accesso esterno; (z.d. 3)";VIA;TADINO ALESSANDRO;53;2109;3;300;;600
non alimentare;lalique;"CSO MATTEOTTI GIACOMO N. 3 ;cso matteotti giacomo 003; isolato:362; accesso: accesso esterno; (z.d. 1)";CSO;MATTEOTTI GIACOMO;3;218;1;252;10;262
non alimentare;lancia;"VIA MEDA GIUSEPPE N. 11 ; isolato:130; accesso: accesso esterno; (z.d. 5)";VIA;MEDA GIUSEPPE;11;5242;5;550;;550
non alimentare;land rover;"PZA NAPOLI N. 2 ; isolato:001; accesso: accesso esterno; (z.d. 6)";PZA;NAPOLI;2;5131;6;741;;741
non alimentare;la rinascente;"VIA SANTA RADEGONDA N. 10 mq. 675 i piano mq. 815 ii pia;via santa radegonda 010; isolato:419; accesso: accesso esterno; (z.d. 1)";VIA;SANTA RADEGONDA;10;208;1;1490;;1490
non alimentare;la rinascente duomo;"codvia 0198 num.010 ;via santa radegonda 010; isolato:419; accesso: accesso esterno; (z.d. 1)";CSO;VITTORIO EMANUELE II;11;214;1;280;;280
non alimentare;larusmiani;"VIA VERRI PIETRO N. 10 ;via monte napoleone 007; isolato:183; accesso: accesso esterno; (z.d. 1)";VIA;VERRI PIETRO;10;223;1;500;;500
non alimentare;le copen;"VIA MANZONI ALESSANDRO num.021/23; isolato:313; accesso: accesso esterno; (z.d. 1)";VIA;MANZONI ALESSANDRO;;230;1;351;;521
non alimentare;libero srl.;"VIA OSOPPO N. 21 ; isolato:001; accesso: accesso interno; (z.d. 7)";VIA;OSOPPO;21;6596;7;317;;317
non alimentare;libreria del corso;"CSO BUENOS AIRES N. 51 ; isolato:044; accesso: accesso esterno; (z.d. 3)";CSO;BUENOS AIRES;51;2129;3;666;121;787
non alimentare;libreria egea;"VIA BOCCONI FERDINANDO N. 8 ; isolato:102; accesso: accesso esterno; (z.d. 5)";VIA;BOCCONI FERDINANDO;8;4050;5;733;;733
non alimentare;libreria esoterica;"GLL UNIONE N. 1 ;pza missori giuseppe 000; isolato:470; accesso: accesso esterno; (z.d. 1)";GLL;UNIONE;1;510;1;300;;300
non alimentare;libreria intern. cavour;"PZA CAVOUR N. 1 ;pza cavour 001; isolato:093; accesso: accesso esterno; (z.d. 1)";PZA;CAVOUR;1;237;1;290;;370
non alimentare;libreria rizzoli;"GLL VITTORIO EMANUELE num.079; isolato:415; accesso: accesso esterno; (z.d. 1)";GLL;VITTORIO EMANUELE;;10;1;1015;;1300
non alimentare;libreria san paolo;"PZA DEL DUOMO N. 20 ;pza del duomo 020; isolato:420; accesso: accesso interno; (z.d. 1)";PZA;DEL DUOMO;20;1;1;406;;564
non alimentare;libri e cose;"VIA QUARENGHI GIACOMO N. 23 ; isolato:300; accesso: accesso interno; (z.d. 8)";VIA;QUARENGHI GIACOMO;23;7478;8;263;2;265
non alimentare;liu.jo;"CSO VITTORIO EMANUELE II N. 30 ;cso vittorio emanuele ii 030; isolato:360; accesso: accesso esterno; (z.d. 1)";CSO;VITTORIO EMANUELE II;30;214;1;277;;277
non alimentare;louis vuitton;"VIA MONTE NAPOLEONE N. 2 allo sport. in distrib.;via monte napoleone 002; isolato:263; accesso: accesso esterno; (z.d. 1)";VIA;MONTE NAPOLEONE;2;219;1;1026;;1532
non alimentare;lucky music strumenti m.;"VLE CASSALA num.007/2; isolato:058; accesso: accesso esterno; (z.d. 6)";VIA;SODERINI LUIGI;54;6675;6;488;;488
non alimentare;magia 2;"VIA GUINTELLINO GUGLIELMO num.026/28; isolato:027; accesso: accesso esterno; (z.d. 6)";VIA;GUINTELLINO GUGLIELMO;;5369;6;333;;333
non alimentare;mango;"VIA TORINO N. 21 ;via torino 021; isolato:446; accesso: accesso esterno; (z.d. 1)";VIA;TORINO;21;543;1;748;;1200
non alimentare;marco polo expert;"VIA CANONICA LUIGI N. 55 ; isolato:112; accesso: accesso esterno; (z.d. 1)";VIA;CANONICA LUIGI;55;7121;1;1000;908;1908
non alimentare;marina rinaldi;"GLL PASSARELLA N. 2 ;gll passarella 002; isolato:360; accesso: accesso esterno; (z.d. 1)";GLL;PASSARELLA;2;303;1;600;;600
non alimentare;marionnaud parfumeries;"VLE MONZA N. 2 ; isolato:352; accesso: accesso esterno; (z.d. 2)";VLE;MONZA;2;2274;2;344;;548
non alimentare;master special;"VIA QUARENGHI GIACOMO N. 23 centro commerciale bonola; isolato:300; accesso: accesso interno; (z.d. 8)";VIA;QUARENGHI GIACOMO;23;7478;8;290;;290
non alimentare;matuella;"VIA CASTALDI PANFILO N. 41 ; isolato:131; accesso: accesso esterno; (z.d. 3)";VIA;CASTALDI PANFILO;41;2119;3;380;;630
non alimentare;max  E  co;"PZA DEL LIBERTY N. 4 ;pza del liberty 004; isolato:361; accesso: accesso esterno; (z.d. 1)";PZA;DEL LIBERTY;4;98;1;746;;746
non alimentare;max  E  co.;"VIA DANTE ALIGHIERI N. 7 ;via dante alighieri 007; isolato:375; accesso: accesso esterno; (z.d. 1)";VIA;DANTE ALIGHIERI;7;612;1;270;;270
non alimentare;max  E  co max mara;"CSO GENOVA N. 16 ; isolato:218; accesso: accesso esterno; (z.d. 1)";CSO;GENOVA;16;5164;1;585;;758
non alimentare;maxmara;"PZA SAN BABILA N. 5 ;pza san babila 005; isolato:261; accesso: accesso esterno; (z.d. 1)";PZA;SAN BABILA;5;216;1;1039;;1349
non alimentare;max mara;"PZA DEL LIBERTY N. 4 ;pza del liberty 004; isolato:361; accesso: accesso esterno; (z.d. 1)";PZA;DEL LIBERTY;4;98;1;1415;;2125
non alimentare;m.c. selvini;"VIA POERIO CARLO N. 3 ; isolato:175; accesso: accesso esterno; (z.d. 3)";VIA;POERIO CARLO;3;3181;3;508;;800
non alimentare;meazza;"VIA SAN SISTO N. 9 ;via san sisto 009; isolato:335; accesso: accesso esterno; (z.d. 1)";VIA;SAN SISTO;9;513;1;470;350;820
non alimentare;media world;"PLE LODI N. 3 v.le umbria ang. v. p.colletta; isolato:181; accesso: accesso interno; (z.d. 4)";PLE;LODI;3;4249;4;1981;;2731
non alimentare;media world;"VIA LORENTEGGIO N. 230 ; isolato:051; accesso: accesso esterno; (z.d. 6)";VIA;LORENTEGGIO;230;5132;6;930;;1366
non alimentare;media world;"VLE TROYA CARLO N. 18 ; isolato:166; accesso: accesso interno; (z.d. 6)";VLE;TROYA CARLO;18;5140;6;2350;;11200
non alimentare;melablu;"PLE LODI N. 3 viale umbria ang. v.p.colletta; accesso: accesso esterno; (z.d. 4)";PLE;LODI;3;4249;4;820;;1023
non alimentare;melablu;"VIA OROPA num.004; isolato:015; accesso: accesso esterno; (z.d. 2)";VIA;OROPA;;2381;2;1107;;1250
non alimentare;melchionni diffusione;"VIA PINDARO N. 7 allo sportello x distribuzione; isolato:033; accesso: accesso esterno; (z.d. 2)";VIA;PINDARO;7;2401;2;470;;512
non alimentare;mercato dell usato;"VIA CAPECELATRO ALFONSO N. 9 ; isolato:278; accesso: accesso esterno; (z.d. 7)";VIA;CAPECELATRO ALFONSO;9;6575;7;255;;255
non alimentare;mercedes benz;"VIA DAIMLER GOTTLIEB WILHELM N. 1 1/8 della superficie di vend.; accesso: accesso esterno; (z.d. 8)";VIA;DAIMLER GOTTLIEB WILHELM;1;7587;8;958;;7665
non alimentare;mercedes benz milano;"VIA PADOVA N. 15 ; isolato:352; accesso: accesso esterno; (z.d. 2)";VIA;PADOVA;15;2275;2;450;;450
non alimentare;mercedes benz milano;"VIA TITO LIVIO N. 30 ; isolato:146; accesso: accesso esterno; (z.d. 4)";VIA;TITO LIVIO;30;4086;4;255;;255
non alimentare;midas;"VIA LORENTEGGIO N. 264 ; isolato:086; accesso: accesso esterno; (z.d. 6)";VIA;LORENTEGGIO;264;5132;6;607;;607
